post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"Creality Ender 3 Max",creality-ender-3-max,,1414,"<a href=""https://tiendakrear3d.com/producto/creality-ender-3-max/"">Ender 3 Max</a> es un kit Impresora 3D perfecta para inicar en el mundo de la tecnología 3D, capaz de ofrecer impresiones de una calidad sorpredente, con un volumen de construcción de 30x30x34cm.

&nbsp;
<p style=""text-align: center;""><img class=""size-medium wp-image-1415 aligncenter"" src=""https://tiendakrear3d.com/wp-content/uploads/2020/11/Creality-ENDER-3-MAX-1--292x300.jpg"" alt=""Creality Ender 3 Max"" width=""292"" height=""300"" /></p>

<h3 style=""text-align: center;"">Creality Ender 3 Max</h3>
<a href=""https://www.youtube.com/watch?v=StGUfujcNvo"">Ver más información</a>

&nbsp;","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tecnología</div>
<div class=""producto--valor"" title="""">FDM</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Volumen de imp.</div>
<div class=""producto--valor"">300x300x340mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución de capa</div>
<div class=""producto--valor"">0.1-0.4mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Velocidad max.</div>
<div class=""producto--valor"">180mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de extrusor</div>
<div class=""producto--valor"">Bowden</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Diámetro de boquilla</div>
<div class=""producto--valor"">0.4mm</div>
</div>
</div>",publish,,530,"2020-11-11 09:32:59",10,open,,,,no,no,,1800,1600,24,,,,,,outofstock,no,no,,no,taxable,11699|3431|8625|818,7199|3889|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/11/creality-ender-3-max.webp ! alt : Creality Ender 3 Max ! title : Creality Ender 3 Max ! desc : Creality Ender 3 Max ! caption : ",,https://tiendakrear3d.com/producto/creality-ender-3-max/,13,Creality,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 Max",,,
"Boquilla Volcano 0.2mm",boquilla-volcano-de-0-2mm,,1425,"Boquilla Volcano, repuesto para el sistema de extrusión de la marca Artillery, compatible con los modelos Sidewinder-X1 y Genius.
<ul>
 	<li>Compatible: Filamento 1,75mm</li>
 	<li>Tamaño agujero: 0.2mm</li>
 	<li>Peso: 2g</li>
 	<li>Rosca de tornillo: M6</li>
</ul>","<ul>
 	<li>Tipo</li>
 	<li>Mecánica</li>
</ul>
<ul>
 	<li>Sistema</li>
 	<li>Extrusión</li>
</ul>
<ul>
 	<li>Categoría</li>
 	<li>Boquilla</li>
</ul>
<ul>
 	<li>Marca</li>
 	<li>Artillery</li>
</ul>
<ul>
 	<li>Compatibilidad</li>
 	<li>Sidewinder X2 / Genius Pro</li>
</ul>
<ul>
 	<li>Material</li>
 	<li>Latón</li>
</ul>",publish,,269,"2020-11-12 16:15:56",10,open,,,,no,no,,15,,0.01,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/11/boquilla-volcano-artillery.webp ! alt : Boquilla Volcano Artillery ! title : Boquilla Volcano Artillery ! desc : Boquilla Volcano Artillery ! caption : ",,https://tiendakrear3d.com/producto/boquilla-volcano-de-0-2mm/,7,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla Volcano 0.6mm",boquilla-volcano-de-0-6mm,,1452,"Boquilla Volcano, repuesto para el sistema de extrusión de la marca Artillery, compatible con los modelos Sidewinder-X1 y Genius.
<ul>
 	<li>Compatible: Filamento 1,75mm</li>
 	<li>Tamaño agujero: 0.6mm</li>
 	<li>Peso: 2g</li>
 	<li>Rosca de tornillo: M6</li>
</ul>","<ul>
 	<li>Tipo</li>
 	<li>Mecánica</li>
</ul>
<ul>
 	<li>Sistema</li>
 	<li>Extrusión</li>
</ul>
<ul>
 	<li>Categoría</li>
 	<li>Boquilla</li>
</ul>
<ul>
 	<li>Marca</li>
 	<li>Artillery</li>
</ul>
<ul>
 	<li>Compatibilidad</li>
 	<li>Sidewinder X2 / Genius Pro</li>
</ul>
<ul>
 	<li>Material</li>
 	<li>Latón</li>
</ul>",publish,,271,"2020-11-17 19:17:48",10,open,,,,no,no,,15,,0.01,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/11/boquilla-volcano-artillery.webp ! alt : Boquilla Volcano Artillery ! title : Boquilla Volcano Artillery ! desc : Boquilla Volcano Artillery ! caption : ",,https://tiendakrear3d.com/producto/boquilla-volcano-de-0-6mm/,14,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla Volcano 0.8mm",boquilla-volcano-de-0-8mm,,1454,"<p style=""text-align: left"">Boquilla Volcano es un respuesto para usar con el bloque calentador Volcano ya que permiten imprimir grandes alturas de capa y mantener un elevado flujo del filamento.</p>
<p style=""text-align: left"">Están cuidadosamente diseñadas internamente optimizando el flujo de la temperatura y rendimiento, así como asegurar que el extremo de la boquilla tiene un tamaño apropiado para aplanar las impresiones con trazas muy anchas.</p>

<ul>
 	<li>Compatible: Filamento 1,75mm</li>
 	<li>Tamaño agujero: 0.8mm</li>
 	<li>Peso: 2g</li>
 	<li>Rosca de tornillo: M6</li>
</ul>","<ul>
 	<li>Tipo</li>
 	<li>Mecánica</li>
</ul>
<ul>
 	<li>Sistema</li>
 	<li>Extrusión</li>
</ul>
<ul>
 	<li>Categoría</li>
 	<li>Boquilla</li>
</ul>
<ul>
 	<li>Marca</li>
 	<li>Artillery</li>
</ul>
<ul>
 	<li>Compatibilidad</li>
 	<li>Sidewinder X2 / Genius Pro</li>
</ul>
<ul>
 	<li>Material</li>
 	<li>Latón</li>
</ul>",publish,,272,"2020-11-17 19:18:54",10,open,,,,no,no,,15,,0.01,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/11/boquilla-volcano-artillery.webp ! alt : Boquilla Volcano Artillery ! title : Boquilla Volcano Artillery ! desc : Boquilla Volcano Artillery ! caption : ",,https://tiendakrear3d.com/producto/boquilla-volcano-de-0-8mm/,8,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Ventilador de capa 4010",ventilador-de-capa-4010,,1456,"Ventilador de capa 4010, repuesto para el sistema de extrusión de la marca Creality, Artillery y Anycubic.
<ul>
 	<li>Tamaño: 40 x 40 x 10 mm</li>
 	<li>Tipo: Axial</li>
 	<li>Flujo de aire: 5.9CFM.</li>
 	<li>Tensión de trabajo: DC 24V</li>
 	<li>RPM: 2200 ± 10% R.P.M.</li>
 	<li>Nivel de ruido: 18 dBA</li>
</ul>
<p style=""text-align: center;""><img class="""" src=""https://tiendakrear3d.com/wp-content/uploads/2020/11/ventilador-de-capa-40104.webp"" alt=""Resina Standard Esun Negro Azabache 1000g"" width=""600"" height=""600"" /></p>",,publish,,349,"2020-11-17 19:24:00",10,open,,,,no,no,,20,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/11/ventilador-de-capa-40101.webp ! alt : Ventilador de capa 4010 ! title : Ventilador de capa 4010 ! desc : Ventilador de capa 4010 ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/11/ventilador-de-capa-40103.webp ! alt : Ventilador de capa 4010 ! title : Ventilador de capa 4010 ! desc : Ventilador de capa 4010 ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/11/ventilador-de-capa-40102.webp ! alt : Ventilador de capa 4010 ! title : Ventilador de capa 4010 ! desc : Ventilador de capa 4010 ! caption : ",,https://tiendakrear3d.com/producto/ventilador-de-capa-4010/,8,Creality,simple,,"Repuestos|Repuestos > Ventiladores",,,,
"Kit Extrusor de Metal",kit-extrusor-de-metal,,1471,"Kit Extrusor de Metal. Repuesto para el sistema de extrusión de la marca Creality, compatible con los modelos Ender-3, Ender-3 PRO, Ender-5 y Ender 5 Pro.
<ul>
 	<li>Última actualización del extrusor metálico original Creality3D.</li>
 	<li>Fabricado en aluminio, este sistema es más sólido y reduce la posibilidad que el filamento pierda pasos, generando una tracción mejorada.</li>
 	<li>Más resistente y duradero, soportando un uso intensivo.</li>
 	<li>Kit completo sin necesidad de componentes adicionales.</li>
 	<li>Compatibilidad: Motores NEMA 17.</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecánica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusión</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Extrusor</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Creality</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Ender-3, Ender-3 Pro, Ender-5, Ender-5 Pro</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,275,"2020-11-17 19:29:23",10,open,,,,no,no,,50,40,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/11/kit-extrusor-de-metal.webp ! alt : Kit Extrusor de Metal Creality ! title : Kit Extrusor de Metal Creality ! desc : Kit Extrusor de Metal Creality ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/11/kit-extrusor-de-metal1.webp ! alt : Kit Extrusor de Metal Creality ! title : Kit Extrusor de Metal Creality ! desc : Kit Extrusor de Metal Creality ! caption : ",,https://tiendakrear3d.com/producto/kit-extrusor-de-metal/,44,Creality,simple,,"Upgrades|Upgrades > Extrusores",,,,
"Placa silenciosa Ender 3 V2",placa-silenciosa-creality-ender-3-v2,,1473,"<strong>Placa silenciosa Ender 3 V2</strong>, repuesto original de la marca Creality.
<ul>
 	<li>Placa madre</li>
 	<li>Fácil y rápida instalación</li>
 	<li>Procesador: 32 bits</li>
 	<li>Drivers silenciosos</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Electrónico</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Control</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Placa</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Creality</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Ender 3 V2</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,1218,"2020-11-17 19:32:31",10,open,,,,no,no,,200,190,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/11/placa-silenciosa-creality-ender-3-v2.webp ! alt : Placa silenciosa Ender 3 V2 ! title : Placa silenciosa Ender 3 V2 ! desc : Placa silenciosa Ender 3 V2 ! caption : ",,https://tiendakrear3d.com/producto/placa-silenciosa-creality-ender-3-v2/,5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit HotEnd Artillery",kit-hotend-artillery,,1700,"Repuesto del sistema mecánico y electrónico de la marca Artillery, compatible con los modelos Genius y Sidewinder X1.

Contiene:
<ul>
 	<li>Bloque calentador tipo Volcano</li>
 	<li>Boquilla Volcano de 0.4mm</li>
 	<li>Heatbreak</li>
 	<li>Tubo calefactor 24v 64w L40mm</li>
 	<li>Thermistor-XH2.54 terminal, 40mm, diametro 3mm</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecanica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusion</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">HotEnd</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Artillery Sidewinder-X1 y Genius</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,416,"2021-01-14 12:15:49",10,open,,,,no,no,,100,80,0.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2021/01/kit-hotend-artillery.webp ! alt : Kit HotEnd Artillery ! title : Kit HotEnd Artillery ! desc : Kit HotEnd Artillery ! caption : ",,https://tiendakrear3d.com/producto/kit-hotend-artillery/,15,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Kit Termistor + Resistencia Artillery",kit-termistor-resistencia-artillery,,1703,"Repuesto del sistema electrónico de la marca Artillery, compatible con los modelos Genius y Sidewinder X1.

Contiene:
<ul>
 	<li>Tubo calefactor 24v 64w L40mm</li>
 	<li>Thermistor-XH2.54 terminal, 40mm, diametro 3mm</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">Mecanica</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Sistema</div>
<div class=""producto--valor"">Extrusion</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Categoría</div>
<div class=""producto--valor"">Termistor, Resistencia</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Marca</div>
<div class=""producto--valor"">Artillery</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Compatibilidad</div>
<div class=""producto--valor"">Artillery Sidewinder-X1 y Genius</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Material</div>
<div class=""producto--valor"">-</div>
</div>
</div>",publish,,411,"2021-01-14 12:28:25",10,open,,,,no,no,,50,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2021/01/kit-termistor-resistencia-artillery1.webp ! alt : Kit Termistor + Resistencia Artillery ! title : Kit Termistor + Resistencia Artillery ! desc : Kit Termistor + Resistencia Artillery ! caption : ",,https://tiendakrear3d.com/producto/kit-termistor-resistencia-artillery/,5,Artillery,simple,,"Repuestos|Repuestos > Resistencias|Repuestos > Termistores",,,,
"Kit Boquillas Volcano",kit-boquillas-volcano,,1707,"Kit Boquillas Volcano, repuestos para el sistema de extrusión de la marca Artillery, compatible con los modelos Sidewinder X2 y Genius Pro.

Contiene:
<ul>
 	<li>Boquilla Volcano de 0.2mm</li>
 	<li>Boquilla Volcano de 0.4mm</li>
 	<li>Boquilla Volcano de 0.6mm</li>
 	<li>Boquilla Volcano de 0.8mm</li>
</ul>","<ul>
 	<li>Tipo</li>
 	<li>Mecánica</li>
</ul>
<ul>
 	<li>Sistema</li>
 	<li>Extrusión</li>
</ul>
<ul>
 	<li>Categoría</li>
 	<li>Boquilla</li>
</ul>
<ul>
 	<li>Marca</li>
 	<li>Artillery</li>
</ul>
<ul>
 	<li>Compatibilidad</li>
 	<li>Sidewinder X2 / Genius Pro</li>
</ul>
<ul>
 	<li>Material</li>
 	<li>Latón</li>
</ul>",publish,,273,"2021-01-14 12:38:57",10,open,,,,no,no,,60,50,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2021/01/boquilla-volcano-artillery-kit.webp ! alt : Kit Boquillas Volcano Artillery ! title : Kit Boquillas Volcano Artillery ! desc : Kit Boquillas Volcano Artillery ! caption : ",,https://tiendakrear3d.com/producto/kit-boquillas-volcano/,13,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Kit Boquillas MK8",kit-boquillas-mk8,,1710,"<strong>Kit Boquillas MK8</strong>, Repuesto para el sistema de extrusión de la marca Creality, compatible con los modelos Ender-3 y Ender-3 Pro.

Contiene:
<ul>
 	<li>Boquilla MK8 de 0.3mm</li>
 	<li>Boquilla MK8 de 0.4mm</li>
 	<li>Boquilla MK8 de 0.6mm</li>
 	<li>Boquilla MK8 de 0.8mm</li>
</ul>","<ul>
 	<li>Tipo</li>
 	<li>Mecánica</li>
</ul>
<ul>
 	<li>Sistema</li>
 	<li>Extrusión</li>
</ul>
<ul>
 	<li>Categoría</li>
 	<li>Boquilla</li>
</ul>
<ul>
 	<li>Marca</li>
 	<li>Creality</li>
</ul>
<ul>
 	<li>Compatibilidad</li>
 	<li>Ender 3, Ender 3 Pro</li>
</ul>
<ul>
 	<li>Material</li>
 	<li>Latón</li>
</ul>",publish,,262,"2021-01-14 12:51:14",10,open,,,,no,no,,35,,0.1,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2021/01/kit-boquillas-mk8.webp ! alt : Kit Boquillas MK8 ! title : Kit Boquillas MK8 ! desc : Kit Boquillas MK8 ! caption : ",,https://tiendakrear3d.com/producto/kit-boquillas-mk8/,10,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Creality CR-10 Max",creality-cr-10-max,,1738,"<p style=""text-align: left;""><a href=""https://tiendakrear3d.com/producto/creality-cr-10-max/"">Creality CR-10 Ma</a>x de Creality, 450 x 450 x 470 mm - Impresora 3D muy grande con gran espacio de impresión, marco resistente y alta precisión. Impresión 3D de grandes modelos, prototipos y piezas terminadas.</p>
<p style=""text-align: center;""><img class=""aligncenter wp-image-1739 "" src=""https://tiendakrear3d.com/wp-content/uploads/2021/01/creality-cr-10-max.webp"" alt=""Creality CR-10 Max"" width=""400"" height=""400"" /></p>

<h3 style=""text-align: center;"">Creality CR-10 Max</h3>","<p class=""k11-pdf"">Incluye: Capacitación virtual de 6 horas y 24 meses garantía</p>

<pre><em>Tecnología</em><em>FDM</em></pre>
<pre><em>Volumen de imp.</em><em>450x450x470mm</em></pre>
<pre><em>Resolución de capa</em><em>0.1-0.4mm</em></pre>
<pre><em>Velocidad max.</em><em>120mm/s</em></pre>
<pre><em>Tipo de extrusor</em><em>Bowden</em></pre>
<pre><em>Diámetro de boquilla</em><em>0.4mm</em></pre>",publish,,581,"2021-01-26 21:31:58",10,open,,,,no,no,,4000,2900,40.5,,,,,,instock,no,no,,no,taxable,826|6956|809|6045,7199|3889|1983|12368,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2021/01/creality-cr-10-max.webp ! alt : Creality CR-10 Max ! title : Creality CR-10 Max ! desc : Creality CR-10 Max ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2021/01/creality-cr-10-max1.webp ! alt : Creality CR-10 Max ! title : Creality CR-10 Max ! desc : Creality CR-10 Max ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2021/01/creality-cr-10-max2.webp ! alt : Creality CR-10 Max ! title : Creality CR-10 Max ! desc : Creality CR-10 Max ! caption : ",,https://tiendakrear3d.com/producto/creality-cr-10-max/,2,Creality,simple,,"Características|Características > Cartesiana|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Filamento","Creality CR-10 Max",,,
"Creality LD-002H",creality-ld-002h,,1744,,"<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tecnología</div>
<div class=""producto--valor"" title="""">SLA basado en LCD</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Volumen de imp.</div>
<div class=""producto--valor"">130x82x160mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución de capa</div>
<div class=""producto--valor"">0.03-0.05mm</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Velocidad max.</div>
<div class=""producto--valor"">50mm/h</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución XY</div>
<div class=""producto--valor"">0.051mm (2K)</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Resolución del eje Z</div>
<div class=""producto--valor"">0.01mm</div>
</div>
</div>",publish,,640,"2021-01-27 10:29:51",10,open,,,,no,no,,1300,1100,10.01,,,,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2021/01/Imagen5-e1611710618905.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2021/01/Imagen7.jpg ! alt :  ! title :  ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2021/01/Imagen6.jpg ! alt :  ! title :  ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/creality-ld-002h/,11,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
